Subject,Channel,Degree_Centrality,Clustering_Coefficient,Betweenness_Centrality,Eigenvector_Centrality,Connectivity_Type
sub-007,5,0.0555555555555555,0.0,0.0,0.0110858219030078,PLV
sub-007,6,0.1666666666666666,1.0,0.0,0.1184717954025137,PLV
sub-007,7,0.0555555555555555,0.0,0.0,0.0475757983507974,PLV
sub-007,8,0.1111111111111111,1.0,0.0,0.0481606492774059,PLV
sub-007,9,0.0555555555555555,0.0,0.0,0.0403390677582495,PLV
sub-007,10,0.2222222222222222,1.0,0.0,0.1618497427535841,PLV
sub-007,11,0.5,0.6388888888888888,0.0538982259570494,0.3531062145405291,PLV
sub-007,12,0.5555555555555556,0.5555555555555556,0.0881263616557734,0.3629028721038781,PLV
sub-007,13,0.5555555555555556,0.5555555555555556,0.0979614067849362,0.3666471316767889,PLV
sub-007,14,0.1666666666666666,0.3333333333333333,0.0300653594771241,0.0579276937588436,PLV
sub-007,15,0.5555555555555556,0.3555555555555555,0.2974400871459695,0.2987566079691128,PLV
sub-007,16,0.2222222222222222,0.0,0.1261437908496732,0.0821031008485564,PLV
sub-007,17,0.5555555555555556,0.5111111111111111,0.1767195767195767,0.3523528164281893,PLV
sub-007,18,0.2222222222222222,0.8333333333333334,0.0018518518518518,0.1677357514100142,PLV
sub-008,0,0.3888888888888888,0.6190476190476191,0.0197790227201991,0.0,PLV
sub-008,1,0.2222222222222222,1.0,0.0,0.0,PLV
sub-008,2,0.2222222222222222,1.0,0.0,0.0,PLV
sub-008,3,0.6666666666666666,0.3787878787878788,0.199354186118892,0.0,PLV
sub-008,4,0.6666666666666666,0.4393939393939394,0.12093837535014,0.0,PLV
sub-008,5,0.611111111111111,0.4363636363636363,0.090725178960473,0.0,PLV
sub-008,6,0.3333333333333333,0.6,0.0388499844382197,0.0,PLV
sub-008,7,0.2222222222222222,1.0,0.0,0.0,PLV
sub-008,8,0.2222222222222222,0.6666666666666666,0.0058356676003734,0.0,PLV
sub-008,9,0.1111111111111111,1.0,0.0,0.0,PLV
sub-008,10,0.0,0.0,0.0,0.0,PLV
sub-008,11,0.1666666666666666,0.6666666666666666,0.0111655773420479,0.0,PLV
sub-008,12,0.3333333333333333,0.6666666666666666,0.0504357298474945,0.0,PLV
sub-008,13,0.0,0.0,0.0,0.0,PLV
sub-008,14,0.2222222222222222,0.6666666666666666,0.0056644880174291,0.0,PLV
sub-008,15,0.1666666666666666,0.6666666666666666,0.0021786492374727,0.0,PLV
sub-008,16,0.2777777777777778,0.8,0.0032679738562091,0.0,PLV
sub-008,17,0.5,0.5555555555555556,0.0535169623404917,0.0,PLV
sub-008,18,0.4444444444444444,0.6071428571428571,0.0388110799875505,0.0,PLV
sub-009,0,0.1111111111111111,1.0,0.0,0.0,PLV
sub-009,1,0.0,0.0,0.0,0.0,PLV
sub-009,2,0.2222222222222222,0.6666666666666666,0.0104108309990662,0.0,PLV
sub-009,3,0.3333333333333333,0.4,0.1406239217657902,0.0,PLV
sub-009,4,0.2222222222222222,0.5,0.0306591481908667,0.0,PLV
sub-009,5,0.0555555555555555,0.0,0.0,0.0,PLV
sub-009,6,0.4444444444444444,0.75,0.0309368191721132,0.0,PLV
sub-009,7,0.1111111111111111,1.0,0.0,0.0,PLV
sub-009,8,0.0,0.0,0.0,0.0,PLV
sub-009,9,0.5,0.6944444444444444,0.0655474859627108,0.0,PLV
sub-009,10,0.3333333333333333,0.8,0.020905291897218,0.0,PLV
sub-009,11,0.4444444444444444,0.75,0.0220666044195455,0.0,PLV
sub-009,12,0.5555555555555556,0.6222222222222222,0.1266598176056077,0.0,PLV
sub-009,13,0.5,0.6944444444444444,0.0496173867569484,0.0,PLV
sub-009,14,0.2777777777777778,0.5,0.0715817481676766,0.0,PLV
sub-009,15,0.3888888888888888,0.7142857142857143,0.0333130067847484,0.0,PLV
sub-009,16,0.4444444444444444,0.75,0.0606401032006568,0.0,PLV
sub-009,17,0.2777777777777778,0.6,0.0472845749662358,0.0,PLV
sub-009,18,0.5555555555555556,0.5555555555555556,0.139426462725194,0.0,PLV
sub-010,0,0.0,0.0,0.0,0.0,PLV
sub-010,1,0.0,0.0,0.0,0.0,PLV
sub-010,2,0.5555555555555556,0.8666666666666667,0.0076797385620915,0.0,PLV
sub-010,3,0.2777777777777778,1.0,0.0,0.0,PLV
sub-010,4,0.0,0.0,0.0,0.0,PLV
sub-010,5,0.5555555555555556,0.8666666666666667,0.0076797385620915,0.0,PLV
sub-010,6,0.5,0.9722222222222222,0.0008169934640522,0.0,PLV
sub-010,7,0.0,0.0,0.0,0.0,PLV
sub-010,8,0.5,0.9722222222222222,0.0008169934640522,0.0,PLV
sub-010,9,0.0,0.0,0.0,0.0,PLV
sub-010,10,0.4444444444444444,1.0,0.0,0.0,PLV
sub-010,11,0.5555555555555556,0.8666666666666667,0.0076797385620915,0.0,PLV
sub-010,12,0.1111111111111111,1.0,0.0,0.0,PLV
sub-010,13,0.5,0.9722222222222222,0.0008169934640522,0.0,PLV
sub-010,14,0.1111111111111111,1.0,0.0,0.0,PLV
sub-010,15,0.5555555555555556,0.8666666666666667,0.0076797385620915,0.0,PLV
sub-010,16,0.1111111111111111,1.0,0.0,0.0,PLV
sub-010,17,0.5,0.9722222222222222,0.0008169934640522,0.0,PLV
sub-010,18,0.5,0.8888888888888888,0.0052287581699346,0.0,PLV
sub-011,0,0.0,0.0,0.0,0.0,PLV
sub-011,1,0.0,0.0,0.0,0.0,PLV
sub-011,2,0.3888888888888888,1.0,0.0,0.0,PLV
sub-011,3,0.3888888888888888,1.0,0.0,0.0,PLV
sub-011,4,0.3333333333333333,0.5333333333333333,0.1577342047930283,0.0,PLV
sub-011,5,0.5,0.8333333333333334,0.0137254901960784,0.0,PLV
sub-011,6,0.5,0.5833333333333334,0.0935729847494553,0.0,PLV
sub-011,7,0.1666666666666666,0.6666666666666666,0.0187363834422657,0.0,PLV
sub-011,8,0.611111111111111,0.6363636363636364,0.0983660130718954,0.0,PLV
sub-011,9,0.0,0.0,0.0,0.0,PLV
sub-011,10,0.4444444444444444,0.75,0.0915032679738562,0.0,PLV
sub-011,11,0.0555555555555555,0.0,0.0,0.0,PLV
sub-011,12,0.0555555555555555,0.0,0.0,0.0,PLV
sub-011,13,0.5555555555555556,0.7333333333333333,0.0558823529411764,0.0,PLV
sub-011,14,0.1666666666666666,1.0,0.0,0.0,PLV
sub-011,15,0.3888888888888888,0.8095238095238095,0.008714596949891,0.0,PLV
sub-011,16,0.5,0.8333333333333334,0.0137254901960784,0.0,PLV
sub-011,17,0.5555555555555556,0.7333333333333333,0.0558823529411764,0.0,PLV
sub-011,18,0.1666666666666666,0.3333333333333333,0.0915032679738562,0.0,PLV
sub-012,0,0.5,0.6944444444444444,0.0237472766884531,0.0,PLV
sub-012,1,0.0555555555555555,0.0,0.0,0.0,PLV
sub-012,2,0.3888888888888888,0.9047619047619048,0.0026143790849673,0.0,PLV
sub-012,3,0.2222222222222222,0.6666666666666666,0.0065359477124183,0.0,PLV
sub-012,4,0.5,0.75,0.0209150326797385,0.0,PLV
sub-012,5,0.0,0.0,0.0,0.0,PLV
sub-012,6,0.3333333333333333,0.6666666666666666,0.0849673202614379,0.0,PLV
sub-012,7,0.7222222222222222,0.4743589743589743,0.1624183006535947,0.0,PLV
sub-012,8,0.1111111111111111,1.0,0.0,0.0,PLV
sub-012,9,0.2222222222222222,1.0,0.0,0.0,PLV
sub-012,10,0.3333333333333333,0.8,0.0065359477124183,0.0,PLV
sub-012,11,0.0555555555555555,0.0,0.0,0.0,PLV
sub-012,12,0.0555555555555555,0.0,0.0,0.0,PLV
sub-012,13,0.0,0.0,0.0,0.0,PLV
sub-012,14,0.4444444444444444,0.8214285714285714,0.0068627450980392,0.0,PLV
sub-012,15,0.3888888888888888,0.8095238095238095,0.0091503267973856,0.0,PLV
sub-012,16,0.5555555555555556,0.6666666666666666,0.0334422657952069,0.0,PLV
sub-012,17,0.2777777777777778,1.0,0.0,0.0,PLV
sub-012,18,0.611111111111111,0.6181818181818182,0.0480392156862745,0.0,PLV
sub-013,0,0.2222222222222222,1.0,0.0,0.0,PLV
sub-013,1,0.5,0.6111111111111112,0.0420998028841166,0.0,PLV
sub-013,2,0.4444444444444444,0.6785714285714286,0.0253605145762008,0.0,PLV
sub-013,3,0.0555555555555555,0.0,0.0,0.0,PLV
sub-013,4,0.611111111111111,0.4727272727272727,0.1098194833488951,0.0,PLV
sub-013,5,0.0555555555555555,0.0,0.0,0.0,PLV
sub-013,6,0.3888888888888888,0.7142857142857143,0.024260815437286,0.0,PLV
sub-013,7,0.4444444444444444,0.5,0.0672191098661686,0.0,PLV
sub-013,8,0.2222222222222222,0.8333333333333334,0.0037218591140159,0.0,PLV
sub-013,9,0.4444444444444444,0.5714285714285714,0.0547385620915032,0.0,PLV
sub-013,10,0.3333333333333333,0.4666666666666667,0.0457775702873742,0.0,PLV
sub-013,11,0.2222222222222222,0.8333333333333334,0.002995642701525,0.0,PLV
sub-013,12,0.2777777777777778,0.6,0.0157952069716775,0.0,PLV
sub-013,13,0.1666666666666666,0.3333333333333333,0.0163398692810457,0.0,PLV
sub-013,14,0.2777777777777778,1.0,0.0,0.0,PLV
sub-013,15,0.2222222222222222,0.8333333333333334,0.0029048656499636,0.0,PLV
sub-013,16,0.3888888888888888,0.7142857142857143,0.024260815437286,0.0,PLV
sub-013,17,0.0,0.0,0.0,0.0,PLV
sub-013,18,0.5,0.4722222222222222,0.0679738562091503,0.0,PLV
sub-014,0,0.3888888888888888,0.7142857142857143,0.0980392156862745,0.0,PLV
sub-014,1,0.0555555555555555,0.0,0.0,0.0,PLV
sub-014,2,0.5,0.75,0.0193899782135076,0.0,PLV
sub-014,3,0.0,0.0,0.0,0.0,PLV
sub-014,4,0.4444444444444444,0.8571428571428571,0.0074074074074074,0.0,PLV
sub-014,5,0.0555555555555555,0.0,0.0,0.0,PLV
sub-014,6,0.3888888888888888,0.7619047619047619,0.011943666355431,0.0,PLV
sub-014,7,0.4444444444444444,0.8571428571428571,0.0074074074074074,0.0,PLV
sub-014,8,0.2777777777777778,0.9,0.0024509803921568,0.0,PLV
sub-014,9,0.0,0.0,0.0,0.0,PLV
sub-014,10,0.2222222222222222,0.3333333333333333,0.0272331154684095,0.0,PLV
sub-014,11,0.2777777777777778,0.5,0.0448723934018051,0.0,PLV
sub-014,12,0.2777777777777778,0.6,0.0451447245564892,0.0,PLV
sub-014,13,0.3888888888888888,0.8095238095238095,0.0124883286647992,0.0,PLV
sub-014,14,0.611111111111111,0.5818181818181818,0.0751945222533457,0.0,PLV
sub-014,15,0.1111111111111111,1.0,0.0,0.0,PLV
sub-014,16,0.2222222222222222,0.5,0.0804621848739495,0.0,PLV
sub-014,17,0.7222222222222222,0.4230769230769231,0.2912776221599751,0.0,PLV
sub-014,18,0.3888888888888888,0.9523809523809524,0.0021786492374727,0.0,PLV
sub-015,0,0.5555555555555556,0.7111111111111111,0.0309368191721132,0.0,PLV
sub-015,1,0.2222222222222222,1.0,0.0,0.0,PLV
sub-015,2,0.5,0.8055555555555556,0.0124183006535947,0.0,PLV
sub-015,3,0.1666666666666666,1.0,0.0,0.0,PLV
sub-015,4,0.5,0.75,0.0213507625272331,0.0,PLV
sub-015,5,0.0,0.0,0.0,0.0,PLV
sub-015,6,0.1666666666666666,1.0,0.0,0.0,PLV
sub-015,7,0.2222222222222222,0.5,0.0196078431372549,0.0,PLV
sub-015,8,0.0555555555555555,0.0,0.0,0.0,PLV
sub-015,9,0.3333333333333333,0.8666666666666667,0.0032679738562091,0.0,PLV
sub-015,10,0.2777777777777778,1.0,0.0,0.0,PLV
sub-015,11,0.4444444444444444,0.8928571428571429,0.0052287581699346,0.0,PLV
sub-015,12,0.5,0.75,0.0213507625272331,0.0,PLV
sub-015,13,0.1666666666666666,1.0,0.0,0.0,PLV
sub-015,14,0.5,0.7777777777777778,0.0172113289760348,0.0,PLV
sub-015,15,0.1666666666666666,1.0,0.0,0.0,PLV
sub-015,16,0.5,0.75,0.0213507625272331,0.0,PLV
sub-015,17,0.5,0.7777777777777778,0.0172113289760348,0.0,PLV
sub-015,18,0.0,0.0,0.0,0.0,PLV
sub-016,0,0.3333333333333333,1.0,0.0,0.0,PLV
sub-016,1,0.3888888888888888,0.7619047619047619,0.1095860566448801,0.0,PLV
sub-016,2,0.3333333333333333,1.0,0.0,0.0,PLV
sub-016,3,0.5,0.5,0.3395424836601307,0.0,PLV
sub-016,4,0.3888888888888888,0.8095238095238095,0.0120915032679738,0.0,PLV
sub-016,5,0.0555555555555555,0.0,0.0,0.0,PLV
sub-016,6,0.2777777777777778,0.5,0.0782135076252723,0.0,PLV
sub-016,7,0.3888888888888888,0.7619047619047619,0.0457516339869281,0.0,PLV
sub-016,8,0.3333333333333333,1.0,0.0,0.0,PLV
sub-016,9,0.3333333333333333,1.0,0.0,0.0,PLV
sub-016,10,0.1111111111111111,1.0,0.0,0.0,PLV
sub-016,11,0.4444444444444444,0.6785714285714286,0.121677559912854,0.0,PLV
sub-016,12,0.3333333333333333,1.0,0.0,0.0,PLV
sub-016,13,0.0,0.0,0.0,0.0,PLV
sub-016,14,0.3888888888888888,0.7619047619047619,0.0457516339869281,0.0,PLV
sub-016,15,0.0,0.0,0.0,0.0,PLV
sub-016,16,0.3888888888888888,0.7619047619047619,0.0457516339869281,0.0,PLV
sub-016,17,0.3888888888888888,0.8095238095238095,0.0120915032679738,0.0,PLV
sub-016,18,0.3888888888888888,0.7142857142857143,0.0980392156862745,0.0,PLV
sub-017,0,0.0555555555555555,0.0,0.0,0.0,PLV
sub-017,1,0.0,0.0,0.0,0.0,PLV
sub-017,2,0.2222222222222222,0.8333333333333334,0.0010893246187363,0.0,PLV
sub-017,3,0.3888888888888888,0.6190476190476191,0.1735294117647058,0.0,PLV
sub-017,4,0.5555555555555556,0.7111111111111111,0.0397999603881956,0.0,PLV
sub-017,5,0.0,0.0,0.0,0.0,PLV
sub-017,6,0.4444444444444444,0.75,0.0178804855275443,0.0,PLV
sub-017,7,0.3888888888888888,0.7619047619047619,0.0286421639362815,0.0,PLV
sub-017,8,0.0555555555555555,0.0,0.0,0.0,PLV
sub-017,9,0.5,0.5833333333333334,0.1145460204283733,0.0,PLV
sub-017,10,0.0,0.0,0.0,0.0,PLV
sub-017,11,0.3888888888888888,0.8095238095238095,0.013834422657952,0.0,PLV
sub-017,12,0.1111111111111111,0.0,0.0915032679738562,0.0,PLV
sub-017,13,0.3333333333333333,0.8,0.0049019607843137,0.0,PLV
sub-017,14,0.5555555555555556,0.7111111111111111,0.0397999603881956,0.0,PLV
sub-017,15,0.1666666666666666,1.0,0.0,0.0,PLV
sub-017,16,0.5,0.6944444444444444,0.048968678380443,0.0,PLV
sub-017,17,0.5,0.7222222222222222,0.025060125060125,0.0,PLV
sub-017,18,0.611111111111111,0.6363636363636364,0.0801827801827801,0.0,PLV
sub-018,0,0.4444444444444444,0.6428571428571429,0.0377995642701525,0.0,PLV
sub-018,1,0.3333333333333333,0.7333333333333333,0.0167548500881834,0.0,PLV
sub-018,2,0.1666666666666666,0.6666666666666666,0.0061002178649237,0.0,PLV
sub-018,3,0.5555555555555556,0.5333333333333333,0.1492737835875091,0.0,PLV
sub-018,4,0.4444444444444444,0.6428571428571429,0.0525936300446104,0.0,PLV
sub-018,5,0.5,0.4444444444444444,0.1379396202925615,0.0,PLV
sub-018,6,0.1666666666666666,1.0,0.0,0.0,PLV
sub-018,7,0.1111111111111111,1.0,0.0,0.0,PLV
sub-018,8,0.0555555555555555,0.0,0.0,0.0,PLV
sub-018,9,0.2777777777777778,0.4,0.0661686896981014,0.0,PLV
sub-018,10,0.2222222222222222,0.6666666666666666,0.0263927793339558,0.0,PLV
sub-018,11,0.3333333333333333,0.7333333333333333,0.0167548500881834,0.0,PLV
sub-018,12,0.1666666666666666,0.3333333333333333,0.1045751633986928,0.0,PLV
sub-018,13,0.2777777777777778,0.5,0.0531901649548708,0.0,PLV
sub-018,14,0.4444444444444444,0.6428571428571429,0.0463326071169208,0.0,PLV
sub-018,15,0.5,0.5,0.1323892519970951,0.0,PLV
sub-018,16,0.0,0.0,0.0,0.0,PLV
sub-018,17,0.4444444444444444,0.5357142857142857,0.0910986616868969,0.0,PLV
sub-018,18,0.3333333333333333,0.7333333333333333,0.0103485838779956,0.0,PLV
sub-019,0,0.2222222222222222,1.0,0.0,0.0,PLV
sub-019,1,0.5,0.7777777777777778,0.0192706712314555,0.0,PLV
sub-019,2,0.1111111111111111,1.0,0.0,0.0,PLV
sub-019,3,0.611111111111111,0.5818181818181818,0.0764602137151156,0.0,PLV
sub-019,4,0.5,0.75,0.0272590517688556,0.0,PLV
sub-019,5,0.1666666666666666,0.3333333333333333,0.0849673202614379,0.0,PLV
sub-019,6,0.1666666666666666,1.0,0.0,0.0,PLV
sub-019,7,0.3333333333333333,0.9333333333333332,0.0023861396410416,0.0,PLV
sub-019,8,0.1111111111111111,1.0,0.0,0.0,PLV
sub-019,9,0.2222222222222222,0.6666666666666666,0.0159767610748002,0.0,PLV
sub-019,10,0.0,0.0,0.0,0.0,PLV
sub-019,11,0.1666666666666666,1.0,0.0,0.0,PLV
sub-019,12,0.5,0.6111111111111112,0.1463326071169208,0.0,PLV
sub-019,13,0.1111111111111111,1.0,0.0,0.0,PLV
sub-019,14,0.5,0.75,0.0272590517688556,0.0,PLV
sub-019,15,0.5555555555555556,0.6,0.0644776429090154,0.0,PLV
sub-019,16,0.0555555555555555,0.0,0.0,0.0,PLV
sub-019,17,0.4444444444444444,0.8214285714285714,0.0138240481377736,0.0,PLV
sub-019,18,0.5,0.6388888888888888,0.0315904139433551,0.0,PLV
sub-020,0,0.3888888888888888,1.0,0.0,0.3259624234744792,PLV
sub-020,1,0.3888888888888888,1.0,0.0,0.325962423474479,PLV
sub-020,2,0.3888888888888888,1.0,0.0,0.325962423474479,PLV
sub-020,3,0.4444444444444444,0.8214285714285714,0.0931372549019607,0.3503435690968202,PLV
sub-020,4,0.1666666666666666,0.3333333333333333,0.0147058823529411,0.0076742330005126,PLV
sub-020,5,0.2777777777777778,0.6,0.0234204793028322,0.0501711190166327,PLV
sub-020,6,0.1111111111111111,1.0,0.0,0.0787221531091958,PLV
sub-020,7,0.1111111111111111,1.0,0.0,0.0345307495157119,PLV
sub-020,8,0.1111111111111111,0.0,0.0081699346405228,0.0067236347135244,PLV
sub-020,9,0.2222222222222222,0.5,0.0915032679738562,0.0417131322370476,PLV
sub-020,10,0.4444444444444444,0.7857142857142857,0.0174291938997821,0.3409576708804345,PLV
